FIGHTER,HEIGHT_fighter,WEIGHT_fighter,REACH_fighter,STANCE_fighter,Fights,Win,DRAW,Lost,No_contest,TotalTime,KD_fighter,SUB.ATT_fighter,REV._fighter,CTRL_fighter,SIG.STR._landed_fighter,SIG.STR._attempts_fighter,TOTAL STR._landed_fighter,TOTAL STR._attempts_fighter,TD_landed_fighter,TD_attempts_fighter,HEAD_landed_fighter,HEAD_attempts_fighter,BODY_landed_fighter,BODY_attempts_fighter,LEG_landed_fighter,LEG_attempts_fighter,DISTANCE_landed_fighter,DISTANCE_attempts_fighter,CLINCH_landed_fighter,CLINCH_attempts_fighter,GROUND_landed_fighter,GROUND_attempts_fighter,KD_opponent,SUB.ATT_opponent,REV._opponent,CTRL_opponent,SIG.STR._landed_opponent,SIG.STR._attempts_opponent,TOTAL STR._landed_opponent,TOTAL STR._attempts_opponent,TD_landed_opponent,TD_attempts_opponent,HEAD_landed_opponent,HEAD_attempts_opponent,BODY_landed_opponent,BODY_attempts_opponent,LEG_landed_opponent,LEG_attempts_opponent,DISTANCE_landed_opponent,DISTANCE_attempts_opponent,CLINCH_landed_opponent,CLINCH_attempts_opponent,GROUND_landed_opponent,GROUND_attempts_opponent,form_score_fighter
Shane Howell,68.0,125.0,72.0,Orthodox,2,0,0,2,0,1037,0.0,0.0,1.0,15,22,67,28,73,0,0,11,53,8,10,3,4,20,62,0,0,2,5,0.0,4.0,0.0,701.0,44.0,77.0,120.0,172.0,4.0,5.0,29.0,58.0,4.0,7.0,11.0,12.0,28.0,59.0,1.0,1.0,15.0,17.0,0.0
Shane Nelson,69.0,155.0,70.0,Southpaw,4,2,0,2,0,2744,1.0,5.0,0.0,563,63,203,199,350,4,22,39,170,20,26,4,7,36,145,15,32,12,26,0.0,0.0,0.0,1045.0,130.0,335.0,333.0,562.0,5.0,11.0,77.0,261.0,33.0,47.0,20.0,27.0,51.0,189.0,48.0,83.0,31.0,63.0,0.58
Shane Primm,75.0,205.0,72.0,Orthodox,1,0,0,1,0,507,0.0,0.0,0.0,77,7,26,12,31,1,5,2,19,4,6,1,1,1,14,6,12,0,0,0.0,1.0,0.0,283.0,19.0,50.0,38.0,69.0,0.0,0.0,16.0,47.0,2.0,2.0,1.0,1.0,9.0,33.0,4.0,8.0,6.0,9.0,0.0
Shane Roller,70.0,155.0,72.0,Orthodox,6,2,0,4,0,3210,1.0,2.0,2.0,889,124,347,192,425,5,23,93,294,13,33,18,20,79,294,9,13,36,40,2.0,5.0,3.0,808.0,170.0,440.0,258.0,532.0,5.0,9.0,122.0,369.0,23.0,41.0,25.0,30.0,123.0,369.0,29.0,36.0,18.0,35.0,0.33
Shane Young,68.0,145.0,72.0,Orthodox,7,2,0,5,0,4315,1.0,0.0,0.0,345,373,916,402,950,3,16,213,705,99,137,61,74,347,877,26,39,0,0,1.0,1.0,0.0,727.0,393.0,828.0,426.0,866.0,9.0,25.0,265.0,676.0,49.0,69.0,79.0,83.0,341.0,752.0,35.0,53.0,17.0,23.0,0.1
Shane del Rosario,76.0,250.0,72.0,Southpaw,2,0,0,2,0,820,0.0,2.0,0.0,199,46,74,66,94,1,4,11,31,22,26,13,17,35,60,11,14,0,0,1.0,0.0,0.0,197.0,43.0,99.0,69.0,130.0,2.0,2.0,34.0,87.0,4.0,6.0,5.0,6.0,32.0,85.0,0.0,0.0,11.0,14.0,0.0
Shanna Young,67.0,125.0,65.0,Orthodox,4,1,0,3,0,2733,0.0,2.0,1.0,102,140,305,167,337,0,1,94,240,35,53,11,12,108,264,18,19,14,22,0.0,1.0,0.0,1357.0,226.0,402.0,445.0,672.0,11.0,25.0,126.0,288.0,79.0,92.0,21.0,22.0,111.0,231.0,56.0,76.0,59.0,95.0,0.6
Shannon Gugerty,70.0,155.0,71.0,Orthodox,5,2,0,3,0,2109,0.0,8.0,0.0,695,44,112,100,176,5,18,14,70,11,17,19,25,28,87,10,16,6,9,1.0,6.0,1.0,690.0,66.0,158.0,174.0,278.0,2.0,4.0,27.0,107.0,13.0,19.0,26.0,32.0,28.0,104.0,24.0,32.0,14.0,22.0,0.59
Shannon Ross,66.0,125.0,66.0,Switch,3,0,0,3,0,615,0.0,0.0,0.0,0,50,122,64,142,0,0,26,91,10,13,14,18,49,114,1,8,0,0,4.0,0.0,0.0,201.0,66.0,149.0,83.0,181.0,0.0,1.0,42.0,118.0,14.0,18.0,10.0,13.0,47.0,105.0,11.0,21.0,8.0,23.0,0.0
Shara Magomedov,74.0,185.0,73.0,Orthodox,3,3,0,0,0,2547,1.0,0.0,0.0,17,292,440,453,619,0,0,136,256,77,100,79,84,232,363,36,50,24,27,0.0,0.0,0.0,441.0,93.0,180.0,133.0,249.0,3.0,14.0,53.0,125.0,25.0,37.0,15.0,18.0,84.0,167.0,8.0,11.0,1.0,2.0,2.0
Shauna Bannon,65.0,115.0,65.0,Switch,2,1,0,1,0,1800,0.0,0.0,0.0,75,131,313,275,475,0,4,66,203,41,74,24,36,124,303,7,10,0,0,0.0,0.0,0.0,555.0,113.0,195.0,153.0,250.0,4.0,7.0,72.0,142.0,24.0,34.0,17.0,19.0,89.0,169.0,15.0,16.0,9.0,10.0,0.5
Shavkat Rakhmonov,73.0,170.0,77.0,Orthodox,6,6,0,0,0,3011,1.0,6.0,0.0,1535,207,339,361,509,5,17,141,260,58,70,8,9,113,208,56,73,38,58,0.0,0.0,0.0,305.0,121.0,251.0,179.0,318.0,0.0,5.0,82.0,195.0,22.0,32.0,17.0,24.0,96.0,218.0,20.0,25.0,5.0,8.0,4.9
Shawn Jordan,72.0,260.0,75.0,Southpaw,10,6,0,4,0,4560,3.0,0.0,0.0,1422,235,472,378,639,9,26,189,412,27,40,19,20,118,303,47,77,70,92,2.0,1.0,0.0,742.0,233.0,462.0,285.0,521.0,1.0,9.0,160.0,375.0,43.0,51.0,30.0,36.0,162.0,357.0,67.0,99.0,4.0,6.0,1.73
Shayilan Nuerdanbieke,68.0,145.0,69.0,Orthodox,6,3,0,3,0,3813,3.0,1.0,6.0,1896,124,270,303,523,14,40,103,239,10,15,11,16,75,193,9,14,40,63,1.0,7.0,5.0,478.0,168.0,339.0,325.0,529.0,5.0,7.0,102.0,259.0,29.0,37.0,37.0,43.0,142.0,304.0,11.0,14.0,15.0,21.0,0.98
Shayna Baszler,67.0,135.0,72.0,Orthodox,2,0,0,2,0,532,0.0,1.0,0.0,116,9,38,20,49,1,6,9,37,0,0,0,1,5,27,4,11,0,0,1.0,0.0,0.0,157.0,83.0,120.0,114.0,152.0,0.0,0.0,58.0,88.0,18.0,25.0,7.0,7.0,55.0,80.0,25.0,36.0,3.0,4.0,0.0
Sheila Gaff,65.0,135.0,72.0,Orthodox,2,0,0,2,0,374,0.0,0.0,0.0,13,10,20,20,30,0,0,2,8,8,11,0,1,2,9,8,11,0,0,0.0,0.0,0.0,325.0,18.0,25.0,88.0,98.0,4.0,5.0,16.0,22.0,2.0,3.0,0.0,0.0,2.0,5.0,0.0,0.0,16.0,20.0,0.0
Sheldon Westcott,73.0,170.0,71.0,Southpaw,3,1,0,2,0,1673,0.0,0.0,0.0,946,63,155,116,222,6,16,48,124,13,28,2,3,10,43,20,39,33,73,0.0,0.0,0.0,431.0,104.0,166.0,176.0,248.0,6.0,7.0,73.0,125.0,24.0,34.0,7.0,7.0,30.0,73.0,27.0,33.0,47.0,60.0,0.9
Sherman Pendergarst,73.0,235.0,72.0,Orthodox,1,0,0,1,0,195,0.0,0.0,0.0,164,4,11,14,21,1,1,4,10,0,1,0,0,0,5,0,1,4,5,1.0,0.0,0.0,0.0,10.0,12.0,15.0,18.0,0.0,0.0,5.0,6.0,2.0,3.0,3.0,3.0,7.0,8.0,3.0,4.0,0.0,0.0,0.0
Sheymon Moraes,68.0,145.0,72.0,Orthodox,5,2,0,3,0,3757,2.0,0.0,0.0,190,188,445,204,464,0,4,83,294,85,127,20,24,150,384,30,40,8,21,2.0,3.0,1.0,1074.0,228.0,627.0,304.0,718.0,12.0,26.0,131.0,477.0,60.0,96.0,37.0,54.0,168.0,536.0,27.0,41.0,33.0,50.0,0.49
Shinsho Anzai,67.0,170.0,70.0,Orthodox,4,2,0,2,0,1968,0.0,0.0,0.0,739,106,182,193,293,4,25,74,136,23,30,9,16,59,121,45,56,2,5,1.0,2.0,1.0,243.0,123.0,226.0,162.0,268.0,1.0,4.0,90.0,186.0,20.0,27.0,13.0,13.0,58.0,145.0,50.0,63.0,15.0,18.0,0.8
Shonie Carter,70.0,170.0,72.0,Southpaw,6,3,0,3,0,3610,2.0,0.0,4.0,1025,113,275,223,398,10,15,44,182,25,37,44,56,76,205,21,31,16,39,4.0,6.0,3.0,933.0,111.0,235.0,316.0,453.0,4.0,20.0,76.0,186.0,20.0,27.0,15.0,22.0,76.0,182.0,26.0,42.0,9.0,11.0,0.39
Shunichi Shimizu,65.0,135.0,72.0,Orthodox,1,0,0,1,0,833,0.0,0.0,1.0,109,2,6,5,15,0,6,0,1,0,2,2,3,2,6,0,0,0,0,0.0,4.0,1.0,495.0,65.0,94.0,144.0,175.0,2.0,2.0,59.0,86.0,1.0,1.0,5.0,7.0,7.0,22.0,1.0,1.0,57.0,71.0,0.0
Sijara Eubanks,64.0,125.0,67.0,Orthodox,10,5,0,5,0,8074,1.0,3.0,2.0,2825,578,1337,773,1564,17,38,437,1138,100,154,41,45,419,1097,39,57,120,183,1.0,3.0,1.0,1244.0,461.0,1074.0,759.0,1418.0,7.0,21.0,343.0,910.0,73.0,110.0,45.0,54.0,377.0,963.0,60.0,80.0,24.0,31.0,0.75
Silvana Gomez Juarez,63.0,115.0,65.0,Orthodox,4,1,0,3,0,1381,2.0,0.0,0.0,81,98,306,102,312,0,0,66,265,24,30,8,11,87,287,4,7,7,12,0.0,3.0,0.0,459.0,93.0,244.0,116.0,279.0,7.0,10.0,67.0,201.0,17.0,31.0,9.0,12.0,87.0,237.0,6.0,7.0,0.0,0.0,0.47
Simeon Thoresen,73.0,170.0,79.0,Orthodox,3,1,0,2,0,1606,0.0,3.0,1.0,425,103,236,150,290,2,5,64,192,28,32,11,12,66,184,30,40,7,12,1.0,2.0,1.0,253.0,103.0,291.0,234.0,449.0,1.0,2.0,86.0,260.0,15.0,23.0,2.0,8.0,69.0,233.0,18.0,29.0,16.0,29.0,0.36
Sione Latu,72.0,215.0,72.0,Orthodox,1,1,0,0,0,601,0.0,0.0,1.0,0,9,19,14,26,1,1,6,15,2,3,1,1,3,6,4,10,2,3,0.0,2.0,1.0,0.0,17.0,42.0,33.0,60.0,1.0,2.0,14.0,38.0,3.0,4.0,0.0,0.0,0.0,8.0,2.0,4.0,15.0,30.0,0.6
Sirwan Kakai,65.0,135.0,72.0,Orthodox,2,1,0,1,0,1800,1.0,0.0,0.0,433,107,259,147,300,8,19,77,221,17,23,13,15,79,218,25,38,3,3,0.0,1.0,0.0,168.0,139.0,367.0,153.0,383.0,1.0,6.0,83.0,291.0,47.0,67.0,9.0,9.0,90.0,287.0,45.0,74.0,4.0,6.0,0.33
Siyar Bahadurzada,71.0,170.0,73.0,Orthodox,8,4,0,4,0,5443,5.0,2.0,1.0,940,264,648,465,869,8,13,191,537,54,80,19,31,130,452,59,86,75,110,0.0,1.0,1.0,1707.0,293.0,576.0,656.0,968.0,12.0,32.0,167.0,390.0,49.0,86.0,77.0,100.0,223.0,445.0,36.0,58.0,34.0,73.0,1.11
Soa Palelei,76.0,265.0,81.0,Orthodox,7,4,0,3,0,3597,0.0,0.0,0.0,1286,121,211,319,429,9,20,91,171,18,27,12,13,38,95,26,37,57,79,1.0,4.0,1.0,1129.0,179.0,347.0,450.0,640.0,2.0,11.0,111.0,257.0,38.0,53.0,30.0,37.0,65.0,199.0,98.0,129.0,16.0,19.0,1.44
Sodiq Yusuff,69.0,145.0,71.0,Orthodox,9,6,0,3,0,5607,3.0,3.0,1.0,1028,503,1026,637,1207,2,9,299,768,89,119,115,139,388,863,67,92,48,71,4.0,0.0,0.0,797.0,412.0,902.0,457.0,958.0,9.0,20.0,219.0,650.0,157.0,207.0,36.0,45.0,333.0,801.0,55.0,69.0,24.0,32.0,0.62
Solomon Hutcherson,71.0,185.0,72.0,Southpaw,1,0,0,1,0,255,0.0,0.0,1.0,99,11,28,25,44,1,1,5,18,5,9,1,1,5,17,6,11,0,0,1.0,0.0,1.0,47.0,11.0,31.0,19.0,41.0,1.0,1.0,7.0,22.0,3.0,7.0,1.0,2.0,4.0,12.0,5.0,17.0,2.0,2.0,0.0
Song Kenan,72.0,170.0,71.0,Orthodox,10,6,0,4,0,6242,5.0,0.0,1.0,188,475,1009,554,1107,3,9,307,772,84,128,84,109,398,903,55,77,22,29,2.0,1.0,1.0,762.0,608.0,1256.0,683.0,1340.0,9.0,33.0,318.0,875.0,119.0,177.0,171.0,204.0,557.0,1181.0,40.0,60.0,11.0,15.0,0.83
Song Yadong,68.0,135.0,67.0,Orthodox,14,10,0,4,0,10870,7.0,2.0,2.0,1635,814,1870,1117,2234,8,20,520,1464,162,238,132,168,683,1687,54,75,77,108,0.0,0.0,0.0,1119.0,718.0,1631.0,932.0,1863.0,16.0,58.0,420.0,1222.0,139.0,210.0,159.0,199.0,639.0,1530.0,38.0,51.0,41.0,50.0,1.18
Spencer Fisher,67.0,155.0,68.0,Southpaw,17,9,0,8,0,12057,3.0,10.0,2.0,1517,637,1464,1066,1944,9,30,305,1049,203,262,129,153,404,1122,172,241,61,101,0.0,12.0,2.0,4451.0,609.0,1698.0,1168.0,2371.0,38.0,96.0,343.0,1324.0,146.0,228.0,120.0,146.0,377.0,1301.0,111.0,151.0,121.0,246.0,0.15
Spike Carlyle,68.0,145.0,71.0,Switch,3,1,0,2,0,1885,0.0,1.0,4.0,806,80,148,121,205,7,19,67,127,5,11,8,10,33,67,9,12,38,69,0.0,2.0,2.0,545.0,121.0,173.0,230.0,297.0,3.0,7.0,88.0,126.0,24.0,33.0,9.0,14.0,56.0,98.0,19.0,20.0,46.0,55.0,0.4
Stanislav Nedkov,71.0,205.0,71.0,Orthodox,4,1,0,2,1,1624,2.0,0.0,0.0,548,90,207,119,241,5,12,69,178,14,20,7,9,32,107,36,57,22,43,2.0,2.0,0.0,351.0,146.0,259.0,214.0,336.0,1.0,1.0,69.0,164.0,38.0,53.0,39.0,42.0,46.0,111.0,82.0,125.0,18.0,23.0,0.21
Stefan Sekulic,72.0,170.0,75.0,Southpaw,2,0,0,2,0,1800,0.0,1.0,0.0,260,55,110,70,127,4,12,20,65,8,16,27,29,50,102,3,6,2,2,1.0,1.0,0.0,169.0,85.0,240.0,99.0,256.0,3.0,4.0,50.0,190.0,22.0,34.0,13.0,16.0,62.0,210.0,14.0,19.0,9.0,11.0,0.0
Stefan Struve,83.0,265.0,84.0,Orthodox,24,13,0,11,0,11252,3.0,21.0,6.0,1216,585,1233,776,1468,7,15,310,879,132,195,143,159,489,1085,35,57,61,91,10.0,4.0,3.0,3818.0,757.0,1415.0,1053.0,1754.0,23.0,52.0,451.0,1024.0,157.0,205.0,149.0,186.0,512.0,1016.0,75.0,118.0,170.0,281.0,0.36
Stephan Bonnar,76.0,205.0,79.0,Orthodox,15,8,0,7,0,10403,2.0,13.0,3.0,3569,459,1155,1005,1758,17,41,324,961,89,125,46,69,199,725,147,245,113,185,2.0,4.0,2.0,2298.0,501.0,1053.0,743.0,1312.0,22.0,53.0,324.0,819.0,90.0,113.0,87.0,121.0,297.0,735.0,148.0,233.0,56.0,85.0,1.47
Stephanie Egger,66.0,135.0,68.0,Orthodox,7,3,0,4,0,3268,0.0,2.0,2.0,945,120,258,298,486,9,21,80,208,19,25,21,25,67,196,23,28,30,34,0.0,4.0,0.0,1299.0,135.0,282.0,262.0,446.0,7.0,14.0,55.0,174.0,52.0,71.0,28.0,37.0,112.0,245.0,10.0,18.0,13.0,19.0,0.59
Stephanie Luciano,66.0,115.0,65.0,Orthodox,1,1,0,0,0,900,1.0,0.0,0.0,70,72,175,87,190,0,0,49,139,14,22,9,14,66,167,5,7,1,1,0.0,0.0,0.0,38.0,41.0,151.0,45.0,159.0,1.0,10.0,20.0,100.0,16.0,44.0,5.0,7.0,36.0,141.0,5.0,9.0,0.0,1.0,0.5
Stephen Bass,69.0,145.0,72.0,Orthodox,1,0,0,1,0,900,0.0,0.0,0.0,24,73,140,78,145,0,6,39,101,24,26,10,13,59,126,13,13,1,1,0.0,0.0,0.0,42.0,88.0,197.0,99.0,211.0,1.0,1.0,61.0,159.0,13.0,21.0,14.0,17.0,79.0,181.0,9.0,16.0,0.0,0.0,0.0
Stephen Thompson,72.0,170.0,75.0,Orthodox,21,12,0,9,0,18271,10.0,0.0,1.0,1135,1251,2718,1487,2983,5,12,836,2159,291,412,124,147,1121,2535,85,114,45,69,6.0,6.0,1.0,3283.0,919.0,2054.0,1370.0,2617.0,24.0,65.0,500.0,1459.0,167.0,270.0,252.0,325.0,632.0,1666.0,140.0,197.0,147.0,191.0,0.68
Steve Berger,71.0,170.0,72.0,Orthodox,3,0,0,2,1,1254,0.0,3.0,1.0,93,13,57,136,185,1,3,4,46,8,10,1,1,2,35,11,22,0,0,2.0,0.0,0.0,734.0,66.0,111.0,100.0,145.0,6.0,6.0,53.0,98.0,13.0,13.0,0.0,0.0,5.0,21.0,19.0,26.0,42.0,64.0,0.0
Steve Bosse,71.0,205.0,72.0,Orthodox,3,2,0,1,0,981,1.0,0.0,0.0,163,98,185,125,215,1,3,79,159,13,17,6,9,61,130,15,18,22,37,2.0,0.0,0.0,193.0,88.0,178.0,128.0,220.0,0.0,3.0,64.0,149.0,19.0,23.0,5.0,6.0,68.0,146.0,11.0,15.0,9.0,17.0,1.5
Steve Bruno,70.0,170.0,72.0,Orthodox,3,1,0,2,0,2324,0.0,1.0,0.0,392,37,71,85,121,5,20,18,43,4,6,15,22,25,52,9,16,3,3,3.0,2.0,0.0,1361.0,131.0,205.0,436.0,528.0,7.0,13.0,61.0,117.0,56.0,71.0,14.0,17.0,27.0,71.0,50.0,68.0,54.0,66.0,0.53
Steve Byrnes,72.0,170.0,72.0,Orthodox,1,0,0,1,0,900,0.0,4.0,1.0,538,18,35,45,64,3,5,16,33,2,2,0,0,1,3,3,3,14,29,0.0,2.0,1.0,229.0,40.0,55.0,183.0,219.0,0.0,0.0,27.0,40.0,11.0,13.0,2.0,2.0,2.0,6.0,14.0,22.0,24.0,27.0,0.0
Steve Cantwell,74.0,185.0,75.0,Orthodox,6,1,0,5,0,4744,0.0,3.0,0.0,187,250,789,282,824,3,10,118,593,92,142,40,54,210,734,29,42,11,13,1.0,0.0,0.0,557.0,492.0,1061.0,589.0,1167.0,5.0,25.0,332.0,864.0,84.0,108.0,76.0,89.0,432.0,954.0,45.0,84.0,15.0,23.0,0.0
Steve Erceg,68.0,125.0,68.0,Orthodox,5,3,0,2,0,3870,1.0,2.0,2.0,515,282,578,332,638,5,19,188,455,66,92,28,31,235,525,40,45,7,8,2.0,0.0,0.0,694.0,272.0,582.0,327.0,643.0,11.0,28.0,161.0,436.0,63.0,93.0,48.0,53.0,213.0,503.0,38.0,48.0,21.0,31.0,0.89
Steve Garcia,72.0,145.0,75.0,Southpaw,8,6,0,2,0,2509,6.0,2.0,1.0,615,174,304,356,546,4,7,141,261,19,29,14,14,77,160,7,14,90,130,5.0,1.0,0.0,1478.0,85.0,167.0,181.0,311.0,3.0,14.0,67.0,143.0,9.0,15.0,9.0,9.0,47.0,107.0,8.0,12.0,30.0,48.0,4.9
Steve Jennum,70.0,215.0,72.0,Orthodox,3,2,0,1,0,448,0.0,1.0,0.0,0,19,52,37,85,3,4,19,48,0,2,0,2,1,9,0,0,18,43,0.0,2.0,0.0,0.0,4.0,11.0,54.0,71.0,1.0,1.0,4.0,11.0,0.0,0.0,0.0,0.0,2.0,8.0,2.0,2.0,0.0,1.0,1.2
Steve Judson,71.0,230.0,72.0,Orthodox,2,0,0,2,0,233,0.0,0.0,0.0,19,14,27,21,36,0,1,11,24,3,3,0,0,0,5,14,22,0,0,2.0,0.0,0.0,50.0,12.0,22.0,16.0,26.0,1.0,1.0,8.0,16.0,4.0,6.0,0.0,0.0,2.0,6.0,10.0,16.0,0.0,0.0,0.0
Steve Kennedy,71.0,170.0,72.0,Orthodox,2,0,0,2,0,1077,0.0,0.0,0.0,292,41,114,64,140,3,9,32,99,3,8,6,7,36,104,0,2,5,8,0.0,1.0,0.0,349.0,99.0,183.0,139.0,228.0,2.0,2.0,60.0,136.0,15.0,21.0,24.0,26.0,55.0,123.0,11.0,19.0,33.0,41.0,0.0
Steve Lopez,71.0,155.0,72.0,Orthodox,2,0,0,2,0,1248,0.0,0.0,0.0,0,29,120,83,176,0,0,10,90,5,12,14,18,27,112,0,3,2,5,1.0,1.0,0.0,550.0,56.0,148.0,114.0,215.0,5.0,8.0,48.0,135.0,1.0,6.0,7.0,7.0,34.0,108.0,1.0,1.0,21.0,39.0,0.0
Steve Montgomery,76.0,185.0,72.0,Southpaw,2,0,0,2,0,1063,0.0,0.0,0.0,2,86,219,102,236,0,0,57,185,26,30,3,4,58,184,26,32,2,3,1.0,0.0,0.0,506.0,73.0,140.0,127.0,197.0,5.0,14.0,64.0,131.0,7.0,7.0,2.0,2.0,36.0,90.0,11.0,15.0,26.0,35.0,0.0
Steve Nelmark,72.0,240.0,72.0,Orthodox,2,1,0,1,0,508,0.0,1.0,0.0,0,15,18,41,45,2,2,13,16,2,2,0,0,2,3,2,2,11,13,1.0,0.0,0.0,0.0,13.0,21.0,33.0,41.0,1.0,1.0,11.0,19.0,0.0,0.0,2.0,2.0,3.0,3.0,10.0,18.0,0.0,0.0,0.4
Steve Steinbeiss,75.0,185.0,75.0,Orthodox,2,0,0,2,0,1136,0.0,0.0,0.0,322,92,148,162,219,0,1,22,66,61,72,9,10,27,70,65,78,0,0,0.0,3.0,0.0,539.0,47.0,82.0,148.0,197.0,5.0,9.0,27.0,54.0,16.0,24.0,4.0,4.0,10.0,30.0,21.0,30.0,16.0,22.0,0.0
Steve Vigneault,70.0,185.0,72.0,Orthodox,1,0,0,1,0,129,0.0,0.0,0.0,13,6,13,8,15,0,1,1,7,1,2,4,4,1,7,5,6,0,0,0.0,1.0,0.0,49.0,13.0,22.0,13.0,22.0,0.0,0.0,4.0,12.0,0.0,0.0,9.0,10.0,4.0,12.0,9.0,10.0,0.0,0.0,0.0
Steven Graham,73.0,290.0,72.0,Orthodox,2,1,0,1,0,283,0.0,1.0,0.0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,17.0,20.0,26.0,29.0,1.0,1.0,15.0,18.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,16.0,19.0,0.8
Steven Koslow,67.0,125.0,69.0,Switch,1,0,0,1,0,853,0.0,1.0,2.0,280,11,29,20,42,5,9,8,25,1,2,2,2,8,21,1,3,2,5,0.0,0.0,6.0,389.0,53.0,89.0,105.0,149.0,0.0,0.0,38.0,69.0,9.0,14.0,6.0,6.0,23.0,50.0,9.0,11.0,21.0,28.0,0.0
Steven Nguyen,71.0,145.0,73.0,Switch,1,0,0,1,0,900,0.0,0.0,0.0,23,63,226,63,227,1,1,47,187,8,16,8,23,59,219,1,1,3,6,1.0,0.0,0.0,12.0,105.0,207.0,106.0,208.0,0.0,1.0,51.0,139.0,29.0,38.0,25.0,30.0,103.0,203.0,2.0,4.0,0.0,0.0,0.0
Steven Peterson,70.0,145.0,70.0,Orthodox,8,3,0,5,0,6691,1.0,6.0,1.0,1561,520,1285,697,1477,10,33,347,1043,97,146,76,96,426,1157,51,75,43,53,1.0,2.0,4.0,799.0,674.0,1444.0,808.0,1590.0,9.0,25.0,475.0,1178.0,139.0,195.0,60.0,71.0,612.0,1345.0,42.0,65.0,20.0,34.0,0.58
Steven Siler,71.0,145.0,70.0,Orthodox,9,5,0,4,0,5694,1.0,10.0,1.0,862,305,734,561,1016,3,14,194,606,78,88,33,40,179,536,99,150,27,48,1.0,14.0,1.0,2317.0,281.0,618.0,558.0,923.0,22.0,49.0,168.0,470.0,52.0,76.0,61.0,72.0,149.0,435.0,69.0,89.0,63.0,94.0,0.44
Stevie Lynch,70.0,170.0,72.0,Orthodox,1,0,0,1,0,170,0.0,0.0,0.0,19,7,28,7,28,0,0,5,25,1,1,1,2,7,28,0,0,0,0,0.0,1.0,0.0,17.0,20.0,34.0,20.0,34.0,0.0,0.0,16.0,30.0,1.0,1.0,3.0,3.0,14.0,27.0,0.0,0.0,6.0,7.0,0.0
Stevie Ray,70.0,155.0,70.0,Southpaw,11,7,0,4,0,7219,1.0,5.0,0.0,940,449,999,591,1160,6,13,280,774,50,77,119,148,328,827,31,52,90,120,2.0,2.0,0.0,1700.0,353.0,780.0,453.0,896.0,12.0,27.0,203.0,574.0,87.0,136.0,63.0,70.0,288.0,682.0,15.0,33.0,50.0,65.0,0.83
Stewart Nicoll,65.0,125.0,65.0,Orthodox,1,0,0,1,0,159,0.0,0.0,0.0,124,8,17,15,29,1,1,4,12,2,2,2,3,2,4,0,0,6,13,0.0,1.0,0.0,16.0,3.0,5.0,3.0,5.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0
Stipe Miocic,76.0,240.0,80.0,Orthodox,18,14,0,4,0,12073,7.0,0.0,0.0,3435,970,1821,1537,2462,25,73,713,1537,132,151,125,133,689,1429,117,174,164,218,5.0,2.0,0.0,431.0,769.0,1695.0,943.0,1881.0,6.0,19.0,554.0,1358.0,113.0,213.0,102.0,124.0,651.0,1531.0,70.0,103.0,48.0,61.0,1.09
Sultan Aliev,71.0,170.0,74.0,Orthodox,4,2,0,2,0,2562,0.0,0.0,1.0,1047,60,131,140,219,5,13,51,117,7,11,2,3,37,97,13,23,10,11,1.0,1.0,0.0,275.0,94.0,217.0,251.0,380.0,0.0,6.0,34.0,129.0,30.0,51.0,30.0,37.0,58.0,176.0,29.0,34.0,7.0,7.0,0.83
Suman Mokhtarian,68.0,145.0,72.0,Orthodox,2,0,0,2,0,1034,0.0,0.0,0.0,63,38,88,73,125,0,1,15,52,11,22,12,14,32,81,4,5,2,2,1.0,0.0,0.0,466.0,118.0,230.0,202.0,320.0,0.0,0.0,84.0,189.0,30.0,37.0,4.0,4.0,67.0,148.0,29.0,46.0,22.0,36.0,0.0
Sumudaerji,68.0,125.0,72.0,Southpaw,6,3,0,3,0,3077,2.0,2.0,3.0,379,238,440,259,463,1,1,161,338,32,49,45,53,172,345,16,23,50,72,0.0,4.0,1.0,732.0,140.0,365.0,202.0,438.0,5.0,15.0,105.0,304.0,14.0,32.0,21.0,29.0,69.0,254.0,19.0,26.0,52.0,85.0,0.89
Sung Bin Jo,72.0,145.0,72.0,Orthodox,1,0,0,1,0,900,0.0,1.0,0.0,9,21,63,23,65,1,3,13,53,7,9,1,1,12,52,8,10,1,1,0.0,0.0,0.0,236.0,40.0,83.0,49.0,93.0,1.0,6.0,22.0,53.0,5.0,6.0,13.0,24.0,24.0,57.0,8.0,11.0,8.0,15.0,0.0
Syuri Kondo,64.0,115.0,66.0,Orthodox,4,1,0,3,0,2733,0.0,1.0,0.0,20,246,548,260,566,0,0,177,459,44,61,25,28,214,502,29,43,3,3,1.0,0.0,0.0,779.0,329.0,784.0,405.0,884.0,1.0,6.0,256.0,668.0,34.0,57.0,39.0,59.0,254.0,682.0,12.0,23.0,63.0,79.0,0.15
TJ Brown,69.0,145.0,72.0,Switch,8,3,0,5,0,6082,0.0,9.0,8.0,1895,342,774,582,1073,21,38,246,643,69,95,27,36,270,687,42,52,30,35,3.0,7.0,5.0,1828.0,314.0,619.0,518.0,860.0,17.0,25.0,200.0,480.0,45.0,62.0,69.0,77.0,246.0,535.0,19.0,21.0,49.0,63.0,0.5
